id,definition,created_at,updated_at,name,parent_id,pft_type,modeltype_id
2000000076,CMT07 - Heath Tundra community type. PFT: Moss,2018-11-12 21:54:37.586958,2018-11-12 21:54:50.303649,CMT07-Moss,2000000071,plant,4
2000000078,"CMT05 - Tussock Tundra community type. PFT: EGreen
Variant made because the original version was making PEcAn choke during the Trait stage...",2018-11-28 17:05:24.979479,2018-11-28 17:06:57.348019,CMT05-EGreen.1,2000000060,plant,4
2000000033,Tropical PFT for the Panama canopy crane sites.  Includes species found in both PNM and SLZ.  Medlyn stomatal slope implementation,2017-11-29 16:03:38.846153,2018-10-08 19:37:49.988703,tropical.panama_medlyn,2000000021,plant,2000000001
2000000011,PFT for testing,2016-10-17 18:53:42.164081,2016-10-17 18:53:57.824854,maat.testing2,2000000009,plant,2000000001
2000000044,MAAT model temperate deciduous  PFT,2018-08-24 20:01:17.284032,2018-08-24 20:02:11.701797,temperate.deciduous,1000000115,plant,2000000001
2000000010,Test tropical PFT for MAAT,2016-09-19 17:09:39.971606,2016-09-19 17:10:04.536955,luquillo.late_tropical.2,2000000008,plant,2000000001
2000000014,Cloned from FATES PFT,2016-12-05 14:47:59.864261,2016-12-05 14:49:54.343859,broadleaf_evergreen_tropical_tree,1000000089,plant,1
2000000019,Created by CD for use in tundra,2017-09-12 19:35:48.495739,2017-09-12 19:35:48.495739,tundra.deciduous-copy,13,plant,1
2000000060,CMT05 - Tussock Tundra community type. PFT: Decid,2018-10-26 00:40:43.988562,2018-10-26 00:41:45.733762,CMT05-Decid,2000000055,plant,4
2000000079,"CMT05 - Tussock Tundra community type. PFT: Sphag.1
This is a variant of the original Spahg PFT because we were encountering issues with it crashing during the Trait stage.",2018-11-29 16:35:02.904407,2018-11-29 16:37:57.552527,CMT05-Sphag.1,2000000062,plant,4
2000000061,CMT05 - Tussock Tundra community type. PFT: EGreen,2018-10-26 00:41:56.830544,2018-10-26 00:42:21.007395,CMT05-EGreen,2000000060,plant,4
2000000062,CMT05 - Tussock Tundra community type. PFT: Sedges,2018-10-26 00:44:45.365201,2018-10-26 00:45:03.224104,CMT05-Sedges,2000000060,plant,4
2000000053,CMT04 - Shrub tundra community type. PFT: Decid,2018-10-17 17:37:14.622513,2018-11-27 21:14:05.024077,CMT04-Decid.empty,,plant,4
2000000012,Test tropical PFT for MAAT,2016-10-27 18:19:13.332456,2016-10-27 18:19:37.864836,luquillo.late_tropical.3,2000000010,plant,2000000001
2000000038,"",2017-12-02 13:07:08.977074,2017-12-02 13:07:08.977074,tundra.grasses,,plant,3
2000000063,CMT05 - Tussock Tundra community type. PFT: Forbs,2018-10-26 00:50:51.094569,2018-10-26 00:51:14.6067,CMT05-Forbs,2000000060,plant,4
2000000064,CMT05 - Tussock Tundra community type. PFT: Lichens,2018-10-26 00:51:24.184612,2018-10-26 00:51:44.00989,CMT05-Lichens,2000000060,plant,4
2000000065,CMT05 - Tussock Tundra community type. PFT: Feather,2018-10-26 00:51:49.351495,2018-10-26 00:52:07.813,CMT05-Feather,2000000060,plant,4
2000000066,CMT05 - Tussock Tundra community type. PFT: Sphag,2018-10-26 00:52:18.945948,2018-10-26 00:52:37.510519,CMT05-Sphag,2000000060,plant,4
2000000034,Tropical PFT for the Panama canopy crane sites. Includes species found in both PNM and SLZ.  Ball-Berry stomatal slope implementation,2017-11-29 16:14:21.315156,2018-10-10 11:22:22.566025,tropical.panama_ballberry,2000000021,plant,2000000001
2000000001,All maple PFT for MAAT model,2016-03-31 14:42:21.553683,2016-04-11 14:59:14.444829,maat.acer,,plant,2000000001
2000000020,CMT04 - Shrub tundra community type. PFT: Betula,2017-10-13 12:17:27.360392,2018-10-17 22:13:08.311081,CMT04-Betula,,plant,4
2000000021,Tropical PFT for the Panama canopy crane sites.  Leuning stomatal slope implementation,2017-11-14 20:25:37.396204,2017-11-29 16:02:58.317099,tropical.panama_leuning,,plant,2000000001
2000000081,https://en.wikipedia.org/wiki/Mesquite,2019-01-23 03:50:13.544474,2019-01-23 03:50:13.544474,mesquite,,plant,3
2000000022,PFT representing pioneer and other hardwood species in the boreal biome. Examples include trembling aspen and balsam poplar ,2017-11-15 13:12:50.464408,2017-11-15 13:12:50.464408,boreal.hardwood,,plant,1
2000000027,Shrub tundra community type - Salix PFT,2017-11-23 12:46:14.757233,2017-11-23 12:52:23.262291,CMT04-Salix,,plant,4
2000000006,Cloned from - Created by XF to use with early successional trees in Luquillo. Corresponds with ED default PFT 4.,2016-04-07 22:11:03.627953,2016-04-07 22:11:35.965015,luquillo.late_tropical,121,plant,3
2000000055,CMT04 - Shrub tundra community type. PFT: EGreen,2018-10-17 21:59:15.62795,2018-10-17 22:12:21.428926,CMT04-EGreen,2000000020,plant,4
2000000003,Dalec ponderosa pine,2016-04-02 15:41:02.797274,2016-04-02 15:41:19.816114,dalec.pondersoa_pine,1000000001,plant,1000000001
2000000023,"Picea mariana, as typically dominates lowland sites across much of interior Alaska and Canada. 

Cloned from boreal.blackspruce",2017-11-15 13:26:04.232097,2017-11-15 13:26:34.307026,boreal.blackspruce.2,51,plant,1
2000000082,"CMT05 - Tussock tundra community type.  PFT: Betula
For some reason was having issues with the original Betula. This is a clone of CMT05-Betula.",2019-01-23 21:36:41.340975,2019-01-23 21:37:48.448542,CMT05-Betula.copy,2000000035,plant,4
2000000083,"CMT05 - Tussock tundra community type. PFT: Betula
Copy made by hand to get around ""pre existing posteriors problem""",2019-01-23 21:53:38.958969,2019-01-23 22:08:33.193874,CMT05-Betula.copy.2,,plant,4
2000000086,CMT06 - Wet Sedge community type. PFT: Sphag. Calibration variant.,2020-04-13 16:02:19.110376,2020-04-22 18:57:14.847631,CMT06-Sphag.cal,,plant,4
2000000087,CMT06 - Wet Sedge community type. PFT: Feather. Calibration variant.,2020-04-22 18:59:06.585635,2020-04-22 18:59:06.585635,CMT06-Feather.cal,,plant,4
2000000088,CMT06 - Wet Sedge community type. PFT: Lichens. Calibration variant.,2020-04-22 19:01:39.594804,2020-04-22 19:01:39.594804,CMT06-Lichens.cal,,plant,4
2000000089,CMT06 - Wet Sedge community type. PFT: Forbs. Calibration variant.,2020-04-22 19:13:32.22448,2020-04-22 19:13:32.22448,CMT06-Forbs.cal,,plant,4
2000000090,CMT06 - Wet Sedge community type. PFT: Grasses. Calibration variant.,2020-04-22 19:17:30.792581,2020-04-22 19:17:30.792581,CMT06-Grasses.cal,,plant,4
2000000091,CMT06 - Wet Sedge community type. PFT: Sedges. Calibration variant.,2020-04-22 19:19:14.19347,2020-04-22 19:19:14.19347,CMT06-Sedges.cal,,plant,4
2000000092,CMT06 - Wet Sedge community type. PFT: Decid. Calibration variant.,2020-04-22 19:21:15.001149,2020-04-22 19:21:15.001149,CMT06-Decid.cal,,plant,4
2000000005,Evergreen needle-leaf PFT for Long Island pine barrens.  Good resource for characteristic species: https://guides.nynhp.org/pitch-pine-oak-forest/,2016-04-02 15:58:43.726466,2019-01-31 21:05:15.917513,temperate.needleleaf.LIpinebarrens,42,plant,3
2000000085,"MAAT model PFT based on species listed at SLZ site in Norby et al 2016 and Jin Wu, unpublished.",2019-04-25 16:01:53.936047,2019-04-25 16:02:31.707756,tropical.panama_slz_ballberry,2000000049,plant,2000000001
2000000084,Oak/Pine barrens PFT for use at North American pine sites.  Good resource for characteristic species: https://guides.nynhp.org/pitch-pine-oak-forest/,2019-01-31 21:29:40.325745,2019-01-31 21:30:52.436572,temperate.oakpinebarrens,2000000005,plant,3
5000000001,Wetland shrub/sedge alnus/salix fen,2017-11-14 17:58:50.333576,2017-11-14 18:05:24.080899,temperate.wetland,,plant,3
5000000002,created by XX,2019-06-29 19:59:39.181266,2019-06-29 19:59:39.181266,jiufeng_enf,,plant,1
5000000003,created by XX,2019-06-29 20:24:38.259244,2019-06-29 20:24:38.259244,jiufeng_dbf,,plant,1
